tags
Ms. Marvel (Comics)
Neo-Pagan Scripture & Lore
Neverwhere
Neverwhere - All Media Types
Neverwhere - Gaiman
Neverwhere - Neil Gaiman
Newsflesh Trilogy - Mira Grant
Night Circus
Night Circus - Erin Morgenstern
Norse Religion & Lore
On the Come Up - Angie Thomas
Once Upon a Time (TV)
Original Work
Pacific Rim (2013)
Pacific Rim (Movies)
Pacific Rim: The Black (Cartoon)
Perks of Being a Wallflower - All Media Types
Peter Pan & Related Fandoms
Philippine folklore
Pirates of the Caribbean: The Curse of the Black Pearl (2003)
Q.U.E.E.N. - Janelle Monáe (Music Video)
River of Teeth - Sarah Gailey
Rogue One: A Star Wars Story (2016)
Russian Mythology and Lore
Scarlet Spider (Comics)
Sen to Chihiro no Kamikakushi | Spirited Away
Seven Kingdoms - Fandom
Seven Kingdoms Trilogy - Kristin Cashore
Sherlock (TV)
Sherlock Holmes & Related Fandoms
Spider-Man (Tom Holland Movies)
Spider-Man - All Media Types
Star Trek: Discovery
Star Wars Sequel Trilogy
Star Wars: The Clone Wars (2008) - All Media Types
Supernatural
THG - Fandom
The Addams Family (1991)
The Addams Family (Movies - Sonnenfeld)
The Addams Family (Movies)
The Addams Family - Lippa/Brickman & Elice
The ArchAndroid - Janelle Monáe
The Arm of the Starfish - L'Engle
The Avengers
The Avengers (2012)
The Avengers (Marvel Movies)
The Avengers (Marvel) - All Media Types
The Ballad of Songbirds and Snakes - Fandom
The Belles by Dhonielle Clayton
The Book Thief (2013)
The Book Thief - Markus Zusak
The Broken Earth Series - N. K. Jemisin
The Chronicles of Narnia
The Defenders (Marvel TV)
The Dreamblood
The Forbidden Greeny Jungle Field Guide -- The Great Explorers of Knowledge and Adventure
The Giver (2014)
The Giver - Fandom
The Giver - Lois Lowry
The Giver Series - Lois Lowry
The Great Cities Series - N. K. Jemisin
The Hate U Give (2018)
The Hate U Give - All Media Types
The Hate U Give - Angie Thomas
The Hate U Give Universe
The Haunting of Hill House (TV 2018)
The Hitchhiker's Guide to the Galaxy (TV 1981)
The Hunger Games (Movies)
The Inheritance Trilogy - N. K. Jemisin
The Joy Luck Club - Amy Tan
The Long Way to a Small Angry Planet
The New Addams Family (TV)
The Night Circus
The Night Circus - Erin Morgenstern
The Perks of Being a Wallflower (2012)
The Perks of Being a Wallflower - All Media Types
The Power - Naomi Alderman
The Sandman
The Sandman (Comics)
The Sixth World - Rebecca Roanhorse
The Truman Show (1998)
The Umbrella Academy
The Umbrella Academy (Comics)
The Umbrella Academy (TV)
The Umbrella Academy (TV) RPF
The Worst Witch (TV 2017)
Thor (2011)
Thor (Comics)
Thor (Movies)
Thor - All Media Types
Umbrella Academy
Underworld (Movies)
Vagrant Queen
Vagrant Queen (TV)
Wayfarers Series - Becky Chambers
White Collar
Winter Soldier (Comics)
Wolverine and the X-Men - All Media Types
Wrinkle in Time series - L'Engle
X-Men (Alternate Timeline Movies)
X-Men (Comicverse)
X-Men (Movieverse)
X-Men - All Media Types
X-Men Evolution
Young Avengers
Zahrah the Windseeker - Nnedi Okorafor
candace/charlie
ghanian mythology
ghanian mythology (the mythology of the country ghana)
the farmer in the dell (folk song)
tua
